Sr.No,Change Control ,DA/Legacy,Zone/VLAN,OS Type,OS Version,Environment,Host Name,DNS Name,Domain,Production IP,Management IP,Secondary IP,Virtual  IP,ILO IP,Status,Function/Service,Function Types,Asset Type,Asset Owner,Department,"Hardware 
Category",Serial Number,Manfucaturer,Model,TP Counter Part,OSQ
588,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNMIMDW,A0310PNMIMDW.tnpak.com.pk,TNPAK,10.13.1.74,172.31.201.105,#N/A,#N/A,#N/A,Powered On,MIM,Application,Enterprise Applications,EAO,EAO ,VM,SGH613Y6RM,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
589,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNMIMPN1,A0310PNMIMPN1.tnpak.com.pk,TNPAK,10.13.1.68,172.31.201.99,#N/A,#N/A,#N/A,Powered On,MIM,Application,Enterprise Applications,EAO,EAO ,VM,SGH613Y6RB,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
590,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNMIMPN2,A0310PNMIIMPN2.tnpak.com.pk,TNPAK,10.13.1.69,172.31.201.100,#N/A,#N/A,#N/A,Powered On,MIM,Application,Enterprise Applications,EAO,EAO ,VM,SGH613Y6RL,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
591,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNMIMSA,A0310PNMIMSA.tnpak.com.pk,TNPAK,10.13.1.70,172.31.201.101,#N/A,#N/A,#N/A,Powered On,MIM,Application,Enterprise Applications,EAO,EAO ,VM,SGH613Y6RN,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
592,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNMIMSCSM1,A0310PNMIMSCSM1.tnpak.com.pk,TNPAK,10.13.1.72,172.31.201.103,#N/A,#N/A,#N/A,Powered On,MIM,Application,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
593,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNMIMSCSM2,A0310PNMIMSCSM2.tnpak.com.pk,TNPAK,10.13.1.73,172.31.201.104,#N/A,#N/A,#N/A,Powered On,MIM,Application,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
594,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNMIMSP,A0310PNMIMSP.tnpak.com.pk,TNPAK,10.13.1.71,172.31.201.102,#N/A,#N/A,#N/A,Powered On,MIM,Application,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
595,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.2,Production,A0310PNNESS01,A0310PNNESS01,Red Hat,10.13.7.68,172.31.230.100,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NESSUS Scan Server,Application,Enterprise Applications,Muhammad Shuja Qureshi   / Tauqeer Ahmad,Sec Ops,VM,#N/A,#N/A,#N/A,Sohaib Karim,#N/A
596,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.4,Production,A0310PNNIIMELB01,A0310PNNESS02,Red Hat,10.13.6.110,172.31.223.42,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered Off,NIIUME-DPDP,Load balancer,OSS/BSS Applications,Bakhatawar Arif,VAS Planning,VM,#N/A,#N/A,#N/A,Bakhatawar Arif,#N/A
597,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.4,Production,A0310PNNIIMELB02,A0310PNNESS03,Red Hat,10.13.6.111,172.31.223.43,"10.13.6.106,10.13.6.107,10.13.6.108,10.13.6.109,10.13.6.113",#N/A,#N/A,Powered Off,NIIUME-DPDP,Load balancer,OSS/BSS Applications,Bakhatawar Arif,VAS Planning,VM,#N/A,#N/A,#N/A,Bakhatawar Arif,#N/A
598,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNNOC01,A0310PNNOC01.TNBSS.com.pk,TNBSS,10.13.2.222,172.31.222.62,#N/A,#N/A,#N/A,Powered On,NOC,Jump host,Enterprise Applications,Sonia Altaf,NOC,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
599,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.4,Production,A0310PNNPGAPP01,A0310PNNPGAPP01,Red Hat,10.13.3.12,172.31.222.102,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NPGUAP,Application,OSS/BSS Applications,Mughees,Middleware,VM,#N/A,#N/A,#N/A,Mughees,#N/A
600,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.4,Production,A0310PNNPGAPP02,A0310PNNPGAPP02,Red Hat,10.13.3.13,172.31.222.103,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NPGUAP,Application,OSS/BSS Applications,Mughees,Middleware,VM,#N/A,#N/A,#N/A,Mughees,#N/A
601,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.4,Production,A0310PNNPGWEB01,A0310PNNPGWEB01,Red Hat,10.13.3.10,172.31.222.100,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NPGUWE,Webserver,OSS/BSS Applications,Mughees,Middleware,VM,#N/A,#N/A,#N/A,Mughees,#N/A
602,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.4,Production,A0310PNNPGWEB02,A0310PNNPGWEB02,Red Hat,10.13.3.11,172.31.222.101,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NPGUWE,Webserver,OSS/BSS Applications,Mughees,Middleware,VM,#N/A,#N/A,#N/A,Mughees,#N/A
603,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNNRTSRV01,A0310PNNRTSRV01.tnbss.com.pk,TNBSS,10.13.18.197,172.31.244.133,172.31.244.133,#N/A,#N/A,Powered On,NRTD Server Migration,Application,OSS/BSS Applications,Sammer Munir,BI,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
604,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.7,Production,A0310PNOMAPP01,A0310PNOMAPP01,Red Hat,10.13.1.43,172.31.201.75,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,COM,Application,Enterprise Applications,Muhammad Aiaza Nadeem,SED,VM,#N/A,#N/A,#N/A,Muhammad Aiaza Nadeem,#N/A
605,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.7,Production,A0310PNOMAPP02,A0310NOMAPP02,Red Hat,10.13.1.44,172.31.201.76,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,COM,Application,Enterprise Applications,Muhammad Aiaza Nadeem,SED,VM,#N/A,#N/A,#N/A,Muhammad Aiaza Nadeem,#N/A
606,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.7,Production,A0310PNOMCDB01,a0310pnomcdb01.com.pk,Red Hat,10.13.1.45,172.31.201.77,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,COM,DB server,Enterprise Applications,Muhammad Aiaza Nadeem,SED,VM,#N/A,#N/A,#N/A,Muhammad Aiaza Nadeem,#N/A
607,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.7,Production,A0310PNOMCDB02,a0310pnomcdb02.com.pk,Red Hat,10.13.1.46,172.31.201.78,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,COM,DB server,Enterprise Applications,Muhammad Aiaza Nadeem,SED,VM,#N/A,#N/A,#N/A,Muhammad Aiaza Nadeem,#N/A
608,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.7,Production,A0310PNOMSBD01,A0310PNOMSBD01,Red Hat,10.13.1.47,172.31.201.79,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,COM,DB server,Enterprise Applications,Muhammad Aiaza Nadeem,SED,VM,#N/A,#N/A,#N/A,Muhammad Aiaza Nadeem,#N/A
609,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.7,Production,A0310PNOMSBD02,A0310PNOMSBD02,Red Hat,10.13.1.48,172.31.201.80,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,COM,DB server,Enterprise Applications,Muhammad Aiaza Nadeem,SED,VM,#N/A,#N/A,#N/A,Muhammad Aiaza Nadeem,#N/A
610,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.7,Production,A0310PNOPCDB01,A0310PNOPCDB01,Red Hat,10.13.20.36,172.31.247.36,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.201,Powered On,OPC,DB server,Enterprise Applications,DB OPS Team /Muhammad Ali Raza,DB Services,Physical,SGH751SWJL,HP,HP Proliant DL360 Gen9,Muhammad Ali Raza,#N/A
611,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.7,Production,A0310PNOPCDB02,A0310PNOPCDB02,Red Hat,10.13.20.37,172.31.247.37,No Secondary IP Per VMWare Record / Shared,#N/A,172.31.209.169,Powered On,OPC,DB server,Enterprise Applications,DB OPS Team /Muhammad Ali Raza,DB Services,Physical,SGH751SWK5,HP,HP Proliant DL360 Gen9,Muhammad Ali Raza,#N/A
612,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2016 R2 (64-bit),Production,A0310PNOPCJH01,A0310PNOPCJH01.Tnjhs.com.pk,TNJHS,10.13.20.45,172.31.247.45,#N/A,#N/A,#N/A,Powered On,Jump Host Server,Test,Enterprise Applications,Rubina Yasir,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
613,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.4,Production,A0310PNORAAPP01,a0310pnoraapp01,Red Hat,10.13.4.202,172.31.228.68,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,ORAUAP,Application,OSS/BSS Applications,#N/A,OOS Ops,VM,#N/A,#N/A,#N/A,#N/A,#N/A
614,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.4,Production,A0310PNORAAPP02,a0310pnoraapp02,Red Hat,10.13.4.203,172.31.228.69,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,ORAUAP,Application,OSS/BSS Applications,#N/A,OOS Ops,VM,#N/A,#N/A,#N/A,#N/A,#N/A
615,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNOSCAPP01,A0310PNOSCAPP01.TNBSS.com.pk,TNBSS,10.13.2.234,172.31.222.68,#N/A,#N/A,#N/A,Powered On,Application Server,Application,OSS/BSS Applications,Zahid Irfani,CCD,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
616,25-Aug-2021,DA,Secure,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNOSCDB01,A0310PNOSCDB01.TNBSS.com.pk,TNBSS,10.14.1.42,172.31.205.4,#N/A,#N/A,#N/A,Powered On,Database Server,DB server,OSS/BSS Applications,Zahid Irfani,CCD,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
617,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNOSCDB1,A0310PNOSCDB1.TNBSS.com.pk,TNBSS,10.13.2.236,172.31.222.70,#N/A,#N/A,#N/A,Powered On,SQL,DB server,OSS/BSS Applications,Zahid Irfani,CCD,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
618,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2016 R2 (64-bit),Production,A0310PNPBIAPP01,#N/A,TNBSS,10.13.1.196,172.31.201.228,#N/A,#N/A,#N/A,Powered On,Power BI,Application,#N/A,Daniyal Masoos,CBS PLANNING,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
619,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2016 R2 (64-bit),Production,A0310PNPBIAPP02,#N/A,TNBSS,10.13.1.197,172.31.201.229,#N/A,#N/A,#N/A,Powered On,Power BI,Application,#N/A,Daniyal Masoos,CBS PLANNING,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
620,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNPKICA01,A0310PNPK1CA01.tnpak.com.pk,TNPAK,10.13.0.101,172.31.200.133,#N/A,#N/A,#N/A,Powered On,PKI,Application,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
621,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNPKICA02,A0310PNPKICA02.tnpak.com.pk,TNPAK,10.13.0.102,172.31.200.134,#N/A,#N/A,#N/A,Powered On,PKI,Application,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
622,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNPKIWS01,A0310PNPKIWS01.tnpak.com.pk,TNPAK,10.13.0.103,172.31.200.135,#N/A,#N/A,#N/A,Powered On,PKI,Application,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
623,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNPKIWS02,A0310PNPKIWS02.tnpak.com.pk,TNPAK,10.13.0.104,172.31.200.136,#N/A,#N/A,#N/A,Powered On,PKI,Application,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
624,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNPMPSAPP1,A0310PNPMPSAPP1.tnpak.com.pk,TNPAK,10.13.18.37,172.31.243.37,172.31.243.37,#N/A,#N/A,Powered On,PMP-Server1,Application,OSS/BSS Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
625,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNPMPSAPP2,A0310PNPMPSAPP2.tnpak.com.pk,TNPAK,10.13.18.38,172.31.243.38,172.31.243.38,#N/A,#N/A,Powered On,PMP-Server2,Application,OSS/BSS Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
626,25-Aug-2021,DA,Secure,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNPMPSDB01,A0310PNPMPSDB01.tnpak.com.pk,TNPAK,10.14.8.133,172.31.234.133,172.31.234.133,#N/A,#N/A,Powered On,PMP-DB-Server,DB server,OSS/BSS Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
627,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNPMPSRV1,A0310PNPMPSRV1.tnpak.com.pk,TNPAK,10.13.8.172,172.31.242.166,#N/A,#N/A,#N/A,Powered On,PMP,Application,OSS/BSS Applications,ESO Team,ESO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
628,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNPMPSRV2,A0310PNMPSRV2.tnpak.com.pk,TNPAK,10.13.8.167,172.31.242.167,#N/A,#N/A,#N/A,Powered On,PMP,Application,OSS/BSS Applications,ESO Team,ESO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
629,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNPOUTS01,A0310PNPOUTS01.TNBSS.com.pk,TNBSS,10.13.3.43,172.31.222.133,#N/A,#N/A,#N/A,Powered On,Tracker,Application,OSS/BSS Applications,Maryam Bakhtawar,SED,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
630,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNPRTSRV1,A0310PNPRTSRV1.tnpak.com.pk,TNPAK,10.13.8.170,172.31.242.164,#N/A,#N/A,#N/A,Powered On,PRINT,Application,OSS/BSS Applications,ESO Team,ESO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
631,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNPRTSRV2,A0310PNPRTSRV2.tnpak.com.pk,TNPAK,10.13.8.171,172.31.242.165,#N/A,#N/A,#N/A,Powered On,PRINT,Application,OSS/BSS Applications,ESO Team,ESO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
632,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.4,Production,A0310PNPRXAPP01,A0310PNPRXAPP01,Red Hat,10.13.11.10,172.31.230.228,10.13.11.12,#N/A,#N/A,Powered On,PRXUAP,Application,OSS/BSS Applications,hassan.shah,#N/A,VM,#N/A,#N/A,#N/A,Hassan Shah,#N/A
633,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.4,Production,A0310PNPRXAPP02,A0310PNPRXAPP02,Red Hat,10.13.11.11,172.31.230.229,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,PRXUAP,Application,OSS/BSS Applications,hassan.shah,#N/A,VM,#N/A,#N/A,#N/A,Hassan Shah,#N/A
634,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2016 Standard,Production,A0310PNQLIKCC01,A0310PNQLIKCC01.tnbss.com.pk,TNBSS,10.13.19.68,172.31.244.228,#N/A,#N/A,#N/A,Powered On,QLIK,Application,QLK Application Server,Humaira,BI,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
635,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.4,Production,A0310PNQLKAPI01,A0310PNQLKAPI01,Red Hat,10.13.9.230,172.31.231.135,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,QLK,Application,BI Applications,Mustafa Khalid Khan,BI-DWH,VM,#N/A,#N/A,#N/A,Mustafa Khalid Khan,#N/A
636,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNQLKAPP01,A0310PNQLKAPP01.TNBSS.com.pk,TNBSS,10.13.12.5,172.31.240.5,#N/A,#N/A,#N/A,Powered On,QLIK-1,Application,BI Applications,Tabish Zafar,BI,Physical,#N/A,#N/A,#N/A,#N/A,#N/A
637,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNQLKAPP02,A0310PNQLKAPP02.TNBSS.com.pk,TNBSS,10.13.12.6,172.31.240.6,#N/A,#N/A,#N/A,Powered On,QLIK-2,Application,BI Applications,Tabish Zafar,BI,Physical,#N/A,#N/A,#N/A,#N/A,#N/A
638,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNQLKAPP03,A0310PNQLKAPP03.TNBSS.com.pk,TNBSS,10.13.12.7,172.31.240.7,#N/A,#N/A,#N/A,Powered On,QLIK-3,Application,BI Applications,Tabish Zafar,BI,Physical,#N/A,#N/A,#N/A,#N/A,#N/A
639,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNQLKAPP04,A0310PNQLKAPP04.TNBSS.com.pk,TNBSS,10.13.12.8,172.31.240.8,#N/A,#N/A,#N/A,Powered On,QLIK-4,Application,BI Applications,Tabish Zafar,BI,Physical,#N/A,#N/A,#N/A,#N/A,#N/A
640,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNQLKAPP05,A0310PNQLKAPP05.TNBSS.com.pk,TNBSS,10.13.12.9,172.31.240.9,#N/A,#N/A,#N/A,Powered On,QLIK-5,Application,BI Applications,Tabish Zafar,BI,Physical,#N/A,#N/A,#N/A,#N/A,#N/A
641,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNQLKAPP1,A0310PNQLKAPP1.tnpak.com.pk,TNPAK,10.13.9.228,172.31.231.133,#N/A,#N/A,#N/A,Powered Off,QLK Application Server,Application,#N/A,Badsha Rehman,#N/A,Physical,#N/A,#N/A,#N/A,#N/A,#N/A
642,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNQLKNPR01,A0310PNQLKNPR01.tnbss.com.pk,TNBSS,10.13.12.10,172.31.240.10,#N/A,#N/A,#N/A,Powered On,QLK,Application,BI Applications,Arslan Ahmad,BI,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
643,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PNQLKWEB01,A0310PNQLKWEB01.tnpak.com.pk,TNPAK,10.13.9.229,172.31.231.134,#N/A,#N/A,#N/A,Powered On,QLK Web Server,Webserver,#N/A,Tabish Zafar,BI,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
644,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.9,Production,A0310PNRBTCPE01,A0310PNRBTCPE01,Red Hat,10.13.22.199,172.31.248.231,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
645,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.9,Production,A0310PNRBTCPE02,A0310PNRBTCPE02,Red Hat,10.13.22.200,172.31.248.232,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
646,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.9,Production,A0310PNRBTCPE03,A0310PNRBTCPE03,Red Hat,10.13.22.201,172.31.248.233,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
647,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.9,Production,A0310PNRBTCPE04,A0310PNRBTCPE04,Red Hat,10.13.22.202,172.31.248.234,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
648,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.9,Production,A0310PNRBTREP01,A0310PNRBTREP01,Red Hat,10.13.22.205,172.31.248.237,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
649,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.9,Production,A0310PNRBTREP02,A0310PNRBTREP02,Red Hat,10.13.22.206,172.31.248.238,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
650,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.9,Production,A0310PNRBTSIG01,A0310PNRBTSIG01,Red Hat,10.13.22.195,172.31.248.227,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
651,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.9,Production,A0310PNRBTSIG02,A0310PNRBTSIG02,Red Hat,10.13.22.196,172.31.248.228,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
652,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.9,Production,A0310PNRBTSIG03,A0310PNRBTSIG03,Red Hat,10.13.22.197,172.31.248.229,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
653,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.9,Production,A0310PNRBTSIG04,A0310PNRBTSIG04,Red Hat,10.13.22.198,172.31.248.230,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,Application,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
654,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.9,Production,A0310PNRBTWEB01,A0310PNRBTWEB01,Red Hat,10.13.22.203,172.31.248.235,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,Webserver,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
655,25-Aug-2021,DA,Non-Exposed,Red Hat,RHEL 7.9,Production,A0310PNRBTWEB02,A0310PNRBTWEB02,Red Hat,10.13.22.204,172.31.248.236,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,VAS RBT,Webserver,VAS,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,VAS Plaining,VM,#N/A,#N/A,#N/A,M. Tuaha sohail / Sohaib Atiq/ Bilal Ahmed,#N/A
